Predictions		Price
240.699997		350.000000
71.000000		59.000000
85.500000		50.000000
67.599998		145.000000
70.099998		45.000000
63.299999		52.000000
236.600006		150.000000
111.199997		70.000000
77.699997		119.000000
115.000000		65.000000
143.699997		100.000000
89.900002		130.000000
65.300003		254.000000
62.099998		44.000000
135.899994		225.000000
224.899994		490.000000
73.300003		60.000000
87.400002		180.000000
87.400002		60.000000
97.300003		322.000000
71.000000		69.000000
171.899994		388.000000
101.000000		80.000000
117.300003		146.000000
205.500000		74.000000
151.800003		60.000000
100.400002		78.000000
85.500000		110.000000
101.300003		90.000000
66.500000		35.000000
75.599998		110.000000
76.000000		60.000000
84.000000		48.000000
211.899994		125.000000
83.900002		30.000000
97.599998		120.000000
207.899994		260.000000
104.599998		100.000000
71.300003		50.000000
115.699997		70.000000
106.300003		98.000000
119.099998		95.000000
94.500000		55.000000
74.199997		30.000000
108.900002		170.000000
142.899994		210.000000
108.599998		120.000000
91.900002		70.000000
78.000000		200.000000
300.000000		150.000000
81.900002		55.000000
158.199997		300.000000
83.599998		30.000000
151.600006		120.000000
58.799999		65.000000
119.400002		119.000000
84.900002		84.000000
85.199997		70.000000
112.400002		145.000000
65.000000		100.000000
148.100006		78.000000
112.800003		100.000000
113.300003		160.000000
80.400002		32.000000
105.900002		130.000000
140.600006		80.000000
79.900002		66.000000
114.599998		94.000000
114.000000		80.000000
89.900002		67.000000
75.199997		83.000000
91.500000		89.000000
79.699997		90.000000
85.000000		25.000000
73.599998		60.000000
65.000000		40.000000
153.500000		245.000000
102.099998		180.000000
76.199997		52.000000
74.800003		75.000000
173.899994		725.000000
158.699997		190.000000
102.099998		70.000000
146.800003		120.000000
63.799999		185.000000
120.400002		75.000000
161.199997		80.000000
73.900002		95.000000
78.900002		150.000000
104.199997		297.000000
78.199997		65.000000
190.300003		195.000000
72.599998		130.000000
155.600006		96.000000
81.199997		73.000000
107.099998		100.000000
62.799999		60.000000
87.400002		45.000000
75.599998		130.000000
175.300003		170.000000
74.400002		55.000000
79.300003		290.000000
82.400002		45.000000
125.500000		51.000000
93.699997		80.000000
85.300003		100.000000
67.699997		60.000000
85.500000		100.000000
156.000000		125.000000
84.199997		80.000000
77.000000		59.000000
172.500000		50.000000
108.199997		88.000000
95.300003		70.000000
133.199997		105.000000
313.600006		240.000000
72.000000		45.000000
62.099998		50.000000
248.199997		75.000000
91.400002		100.000000
71.199997		119.000000
78.800003		70.000000
84.000000		250.000000
77.300003		150.000000
155.100006		161.000000
88.900002		90.000000
91.500000		70.000000
61.799999		85.000000
66.699997		80.000000
147.800003		95.000000
124.699997		50.000000
90.800003		69.000000
104.300003		80.000000
111.000000		100.000000
96.800003		130.000000
83.400002		67.000000
150.500000		220.000000
170.500000		90.000000
193.300003		205.000000
95.099998		70.000000
129.100006		85.000000
154.100006		90.000000
70.699997		110.000000
335.799988		400.000000
82.900002		75.000000
70.599998		70.000000
75.699997		80.000000
211.699997		139.000000
135.500000		99.000000
87.699997		69.000000
110.800003		90.000000
79.400002		75.000000
71.699997		60.000000
73.000000		105.000000
85.500000		85.000000
65.000000		75.000000
69.699997		50.000000
109.699997		75.000000
169.399994		275.000000
75.800003		110.000000
213.899994		290.000000
323.000000		700.000000
73.500000		130.000000
78.000000		65.000000
582.000000		300.000000
203.899994		150.000000
110.300003		60.000000
80.099998		100.000000
377.700012		290.000000
99.500000		95.000000
93.199997		40.000000
61.299999		80.000000
103.199997		110.000000
101.500000		42.000000
82.400002		98.000000
76.900002		50.000000
133.300003		100.000000
95.900002		110.000000
79.300003		70.000000
106.500000		69.000000
109.099998		90.000000
67.500000		60.000000
88.000000		100.000000
143.600006		130.000000
108.500000		60.000000
96.099998		60.000000
93.699997		35.000000
105.300003		40.000000
92.000000		150.000000
